,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
4113,TXN_2056358,Coffee,3.0,2.0,6.0,Cash,In-store,2023-09-17
4114,TXN_1858674,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-04-09
4115,TXN_2251009,Cookie,5.0,1.0,5.0,Cash,In-store,2023-04-02
4116,TXN_5616473,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-07-28
4117,TXN_7022398,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-12-23
4118,TXN_2615514,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-04-21
4119,TXN_7379939,Cookie,1.0,1.0,1.0,Cash,In-store,2023-04-21
4120,TXN_7331525,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-05-18
4121,TXN_1004184,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-05-18
4122,TXN_4141868,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-02-08
4123,TXN_9871971,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-10-06
4124,TXN_4168771,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-08-02
4125,TXN_6328925,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-09-05
4126,TXN_1226662,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-06-17
4127,TXN_7562171,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-09-02
4128,TXN_6843677,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-09-09
4129,TXN_2980632,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-01-14
4130,TXN_2609762,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-07-26
4131,TXN_7253734,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-09-28
4132,TXN_6679600,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-03-15
4133,TXN_8722854,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-07-03
4134,TXN_8279992,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-07-03
4135,TXN_5722123,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-11-23
4136,TXN_3446174,Cake,5.0,3.0,15.0,Cash,In-store,2023-10-31
4137,TXN_3518261,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-08-05
4138,TXN_5927925,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-02
4139,TXN_5101593,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-01-25
4140,TXN_1578981,Cake,1.0,3.0,3.0,Cash,In-store,2023-05-15
4141,TXN_7876388,Cookie,4.0,1.0,4.0,Cash,In-store,2023-10-05
4142,TXN_5939363,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-02-14
4143,TXN_1636908,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-10-17
4144,TXN_5221688,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-07-03
4145,TXN_1196923,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-04-27
4146,TXN_8944698,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-09-15
4147,TXN_8167275,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-04-06
4148,TXN_2167159,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-04-06
4149,TXN_7811387,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-11-30
4150,TXN_1884923,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-05-11
4151,TXN_8215595,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-11-23
4152,TXN_7618171,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-06-12
4153,TXN_9857674,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-06-12
4154,TXN_7389626,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-02-19
4155,TXN_6035512,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-02-19
4156,TXN_1398769,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-06-02
4157,TXN_6874354,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-03-23
4158,TXN_9690711,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-09-13
4159,TXN_5620636,Tea,4.0,1.5,6.0,Cash,In-store,2023-06-12
4160,TXN_7234224,Cake,3.0,3.0,9.0,Cash,In-store,2023-10-31
4161,TXN_3844347,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-10-04
4162,TXN_4507533,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-08-31
4163,TXN_7636238,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-03-27
4164,TXN_8913153,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-09-02
4165,TXN_7595206,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-12-02
4166,TXN_8424592,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-11-09
4167,TXN_2000406,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-06-06
4168,TXN_3105786,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-10-04
4169,TXN_7820220,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-03-16
4170,TXN_5880883,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-02-02
4171,TXN_4447856,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-09-11
4172,TXN_6613909,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-06-30
4173,TXN_5331924,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-06-30
4174,TXN_9090433,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-07-12
4175,TXN_9811033,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-11-30
4176,TXN_5452419,Coffee,4.0,2.0,8.0,Cash,In-store,2023-01-25
4177,TXN_5384343,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-03-29
4178,TXN_6580743,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-12-18
4179,TXN_8361821,Tea,5.0,1.5,7.5,Cash,In-store,2023-06-30
4180,TXN_2103626,Juice,3.0,3.0,9.0,Cash,In-store,2023-04-23
4181,TXN_1891141,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-25
4182,TXN_1252575,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-10-16
4183,TXN_6723498,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-01-28
4184,TXN_1852224,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-01-06
4185,TXN_5247378,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-16
4186,TXN_8786479,Coffee,4.0,2.0,8.0,Cash,In-store,2023-05-29
4187,TXN_5108439,Salad,2.0,5.0,10.0,Cash,In-store,2023-05-06
4188,TXN_4993989,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-11-15
4189,TXN_8004510,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-12-29
4190,TXN_8541473,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-08-02
4191,TXN_8917822,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-12-12
4192,TXN_8108731,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-08-13
4193,TXN_4570750,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-05-18
4194,TXN_1190151,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-08-14
4195,TXN_8304002,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-05-02
4196,TXN_4341764,Coffee,2.0,2.0,4.0,Cash,In-store,2023-12-02
4197,TXN_2112333,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-06-09
4198,TXN_1046384,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-06-09
4199,TXN_1736630,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-07-16
4200,TXN_8287437,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-03-16
4201,TXN_4153132,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-03-21
4202,TXN_3243410,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-10-30
4203,TXN_3061634,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-03-17
4204,TXN_7433308,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-02-14
4205,TXN_6991736,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-11-07
4206,TXN_7334272,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-07-07
4207,TXN_9072093,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-03-06
4208,TXN_4705417,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-12-14
4209,TXN_8145970,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-10-26
4210,TXN_1910553,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-10-01
4211,TXN_9115899,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-02-23
4212,TXN_2785563,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-01-14
4213,TXN_6020552,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-01-14
4214,TXN_7970906,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-03-07
4215,TXN_5317458,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-01-22
4216,TXN_6913384,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-09-18
4217,TXN_1910487,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-08-14
4218,TXN_6142549,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-03-12
4219,TXN_7266318,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-01-16
4220,TXN_4390911,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-12-19
4221,TXN_1445532,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-03-03
4222,TXN_8841996,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-12-09
4223,TXN_2563505,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-10-27
4224,TXN_5183674,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-04-13
4225,TXN_6748199,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-07-23
4226,TXN_3463281,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-10-06
4227,TXN_5795475,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-09-21
4228,TXN_2322399,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-15
4229,TXN_5865534,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-10-16
4230,TXN_7060144,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-09-30
4231,TXN_5159669,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-09-30
4232,TXN_4268051,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-05-05
4233,TXN_8120958,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-06-21
4234,TXN_6126149,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-12-19
4235,TXN_5530097,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-12-19
4236,TXN_7805241,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-04-16
4237,TXN_2427834,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-06-15
4238,TXN_6949949,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-05-14
4239,TXN_9094261,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-05-15
4240,TXN_5661323,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-05-06
4241,TXN_2356583,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-11-30
4242,TXN_4248711,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-08-01
4243,TXN_6270766,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-11-10
4244,TXN_9697154,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-10-08
4245,TXN_6381860,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-08-21
4246,TXN_6028331,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-10-22
4247,TXN_8830924,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-10-25
4248,TXN_3866156,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-02-28
4249,TXN_6872833,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-11-02
4250,TXN_6405210,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-08-11
4251,TXN_4740952,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-02-21
4252,TXN_6321174,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-12-09
4253,TXN_5613875,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-08-16
4254,TXN_6052901,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-08-16
4255,TXN_1253619,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-05-25
4256,TXN_5537517,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-10-27
4257,TXN_5496019,Cookie,5.0,1.0,5.0,Cash,In-store,2023-11-26
4258,TXN_4579666,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-10-23
4259,TXN_6359281,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-09-16
4260,TXN_3620122,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-05-06
4261,TXN_8367716,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-02-03
4262,TXN_6779763,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-04-25
4263,TXN_1985142,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-02-08
4264,TXN_8385321,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-02-08
4265,TXN_5345258,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-03-13
4266,TXN_8932759,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-01
4267,TXN_6958638,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-11-27
4268,TXN_3898665,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-03-07
4269,TXN_4996304,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-08-17
4270,TXN_9566593,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-09-30
4271,TXN_4808700,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-01-13
4272,TXN_5776252,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-08-11
4273,TXN_5673476,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-02-09
4274,TXN_6363733,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-10-25
4275,TXN_5297995,Tea,5.0,1.5,7.5,Cash,In-store,2023-07-04
4276,TXN_8049635,Salad,3.0,5.0,15.0,Cash,In-store,2023-11-16
4277,TXN_3459927,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-07-20
4278,TXN_6478968,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-09-12
4279,TXN_4135861,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-03-16
4280,TXN_2031545,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-05-02
4281,TXN_4676976,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-05-26
4282,TXN_7421018,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-08-26
4283,TXN_8239121,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-05-11
4284,TXN_1435192,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-06-18
4285,TXN_5364052,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-02-05
4286,TXN_8345649,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-08-23
4287,TXN_8560548,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-09-02
4288,TXN_2345332,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-07-05
4289,TXN_9389434,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-16
4290,TXN_1240476,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-04-20
4291,TXN_8345092,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-07-24
4292,TXN_5849947,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-02-02
4293,TXN_8227648,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-05-31
4294,TXN_7800602,Tea,1.0,1.5,1.5,Cash,In-store,2023-04-30
4295,TXN_5926836,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-08-07
4296,TXN_4397994,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-09-26
4297,TXN_1585827,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-09-30
4298,TXN_3384640,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-10-17
4299,TXN_1990029,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-11-18
4300,TXN_5796131,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-09-30
4301,TXN_5166412,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-06-17
4302,TXN_7804740,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-19
4303,TXN_9082461,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-05-30
4304,TXN_6665881,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-07-04
4305,TXN_4046039,Juice,5.0,3.0,15.0,Cash,In-store,2023-04-20
4306,TXN_8447640,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-06-12
4307,TXN_3042768,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-09-07
4308,TXN_4664329,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-01-06
4309,TXN_7442492,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-07-23
4310,TXN_8664335,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-06-12
4311,TXN_7379007,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-01-13
4312,TXN_1434857,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-01-13
4313,TXN_1700374,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-08-11
4314,TXN_1261028,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-10-27
4315,TXN_1478016,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-08-04
4316,TXN_5321145,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-08-29
4317,TXN_3884995,Juice,5.0,3.0,15.0,Cash,In-store,2023-12-25
4318,TXN_4178488,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-05-08
4319,TXN_4826214,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-11-23
4320,TXN_2579157,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-09-27
4321,TXN_3597806,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-12-11
4322,TXN_7897119,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-05-27
4323,TXN_2245037,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-10-18
4324,TXN_4833378,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-10-15
4325,TXN_7055306,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-03-09
4326,TXN_9135433,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-12-18
4327,TXN_1715684,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-07-13
4328,TXN_9073440,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-28
4329,TXN_4089355,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-02-18
4330,TXN_3834078,Juice,1.0,3.0,3.0,Cash,In-store,2023-01-29
4331,TXN_5048650,Smoothie,2.0,4.0,8.0,Cash,Takeaway,2023-11-18
4332,TXN_1882700,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-04-18
4333,TXN_2112911,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-09-18
4334,TXN_7568316,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-11-28
4335,TXN_3642982,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-10-04
4336,TXN_4475094,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-08-12
4337,TXN_6768812,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-03-30
4338,TXN_1419669,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-03-07
4339,TXN_9810604,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-04-02
4340,TXN_4791243,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-05-12
4341,TXN_5665311,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-05-17
4342,TXN_7920897,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-07-29
4343,TXN_5453836,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-05-29
4344,TXN_5578796,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-04-27
4345,TXN_8620592,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-07-14
4346,TXN_7402846,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-10-11
4347,TXN_9487214,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-03-25
4348,TXN_2274702,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-12-11
4349,TXN_2701016,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-03-06
4350,TXN_8809853,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-10-29
4351,TXN_7683607,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-03-17
4352,TXN_2402928,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-10-20
4353,TXN_6516391,Cake,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-16
4354,TXN_9685326,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-04-07
4355,TXN_6181456,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-05-08
4356,TXN_9858627,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-01-22
4357,TXN_9923613,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-11-08
4358,TXN_7656770,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-12-24
4359,TXN_4092551,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-10-11
4360,TXN_9894204,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-08-08
4361,TXN_7241288,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-04-11
4362,TXN_9833195,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-03-03
4363,TXN_9153854,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-04-04
4364,TXN_1436851,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-07-28
4365,TXN_8598575,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-11-14
4366,TXN_1417871,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-03-12
4367,TXN_2339781,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-01-02
4368,TXN_6674257,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-07-20
4369,TXN_2649010,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-08-01
4370,TXN_1339158,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-01-27
4371,TXN_7948933,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-01-27
4372,TXN_4965631,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-01-27
4373,TXN_9254064,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-12-10
4374,TXN_4554168,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-04-08
4375,TXN_6536418,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-02-11
4376,TXN_9024186,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-12-17
4377,TXN_4580084,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-12-17
4378,TXN_3996874,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-05-18
4379,TXN_7106595,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-06-19
4380,TXN_5439860,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-04-18
4381,TXN_3216618,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-12-30
4382,TXN_8360779,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-10-25
4383,TXN_3700419,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-01-09
4384,TXN_6369590,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-10-26
4385,TXN_5039782,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-06-21
4386,TXN_7047860,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-06-18
4387,TXN_2985748,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-12-19
4388,TXN_8616557,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-08-28
4389,TXN_3171673,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-12-07
4390,TXN_4827637,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-04-28
4391,TXN_1170198,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-02-09
4392,TXN_8166527,Salad,2.0,5.0,10.0,Cash,In-store,2023-05-24
4393,TXN_3097593,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-06-18
4394,TXN_3431526,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-12-27
4395,TXN_1489218,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-09-13
4396,TXN_1936644,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-01-28
4397,TXN_4293694,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-08-03
4398,TXN_9469529,Coffee,2.0,2.0,4.0,Cash,In-store,2023-08-09
4399,TXN_7919609,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-01-31
4400,TXN_7692019,Juice,3.0,3.0,9.0,Cash,In-store,2023-10-14
4401,TXN_7677750,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-12-24
4402,TXN_9799633,Juice,4.0,3.0,12.0,Cash,In-store,2023-11-07
4403,TXN_4252036,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-01-22
4404,TXN_6637989,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-11-09
4405,TXN_2860514,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-09-01
4406,TXN_4143449,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-08-23
4407,TXN_1960599,Cake,4.0,3.0,12.0,Cash,In-store,2023-01-06
4408,TXN_1184377,Juice,1.0,3.0,3.0,Cash,In-store,2023-10-25
4409,TXN_6995795,Salad,4.0,5.0,20.0,Cash,In-store,2023-11-28
4410,TXN_7805508,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-07-10
4411,TXN_6193929,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-06-20
4412,TXN_1942950,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-03-25
4413,TXN_9759221,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-06-23
4414,TXN_1205522,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-12-26
4415,TXN_7792223,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-07-21
4416,TXN_7205370,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-12-07
